event_id,tissue,tissue_program,splice_usage,data_source,case_count,note
TISSUE_EVENT_033,muscle,immune_enriched,0.21910813800146692,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,blood,ubiquitous,0.6937808661950073,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,brain,ubiquitous,0.6378339782316939,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,heart,ubiquitous,0.6635915854469906,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,liver,ubiquitous,0.6302506425739766,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,muscle,ubiquitous,0.6574220442088792,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,blood,brain_enriched,0.566075016173321,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,brain,brain_enriched,0.8866334426475535,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,heart,brain_enriched,0.579876585110496,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,liver,brain_enriched,0.5051954355900562,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,muscle,brain_enriched,0.5538210058822393,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,blood,liver_enriched,0.5516170237967014,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,brain,liver_enriched,0.5058782675399359,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,heart,liver_enriched,0.5162227402334523,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,liver,liver_enriched,0.751879244232559,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,muscle,liver_enriched,0.5188666555334711,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,blood,muscle_enriched,0.2699680671942464,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,brain,muscle_enriched,0.28868161931120906,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,heart,muscle_enriched,0.47765391085811115,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,liver,muscle_enriched,0.2514824746451201,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,muscle,muscle_enriched,0.5814015453333057,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,blood,immune_enriched,0.697288566732553,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,brain,immune_enriched,0.476738048068265,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,heart,immune_enriched,0.4649078965795181,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,liver,immune_enriched,0.501857812717361,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,muscle,immune_enriched,0.430021381310064,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,blood,ubiquitous,0.5800272123175616,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,brain,ubiquitous,0.5765142251157158,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,heart,ubiquitous,0.5583772273433906,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,liver,ubiquitous,0.55391397742037,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,muscle,ubiquitous,0.5885572704414015,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
